"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","11/802","27/21338",0.407407407407407,10.83947538561,10.1099229579859,1.4848017123144e-09,1.12237511253584e-07,1.02041636018545e-07,"CENPE/NDC80/AURKB/NUF2/CDK1/KIF2C/CDCA8/CDT1/SKA1/BIRC5/SKA3",11
"GO:0090232","positive regulation of spindle checkpoint","8/802","12/21338",0.666666666666667,17.737323358271,11.4608772764004,1.66614181019674e-09,1.24065395389128e-07,1.12795052005307e-07,"NDC80/AURKB/KNL1/GEN1/CDCA8/MAD2L1/XRCC3/BIRC5",8
"GO:1901970","positive regulation of mitotic sister chromatid separation","10/802","23/21338",0.434782608695652,11.5678195814811,10.0208041597035,3.90412194566451e-09,2.86436240984121e-07,2.60415812134185e-07,"CDC20/ESPL1/UBE2C/DLGAP5/AURKB/ANAPC11/CDCA8/SKA1/BIRC5/SKA3",10
"GO:0000281","mitotic cytokinesis","19/802","100/21338",0.19,5.05513715710723,8.03238792575105,5.13692687430242e-09,3.71422147476736e-07,3.37681432515166e-07,"IQGAP3/KIF20A/PLK1/ESPL1/ANLN/KIF23/AURKB/KIF4A/CEP55/CIT/MYH14/KIF20B/CDCA8/KLHDC8B/RACGAP1/STMN1/CENPA/BIRC5/CKAP2",19
"GO:0060623","regulation of chromosome condensation","8/802","14/21338",0.571428571428571,15.2034200213751,10.5055439980044,9.45121658360916e-09,6.73601707651801e-07,6.12410409906344e-07,"NCAPG/CCNB1/SMC4/NCAPG2/NCAPH/NCAPH2/NCAPD2/SMC2",8
"GO:1901976","regulation of cell cycle checkpoint","14/802","55/21338",0.254545454545455,6.7724325549762,8.47070826059826,1.04241274145831e-08,7.32478474244438e-07,6.65938695766324e-07,"NDC80/CCNB1/AURKB/ZWINT/KNL1/GEN1/CDCA8/MAD2L1/XRCC3/SKA1/BIRC5/SKA3/BRCA2/BARD1",14
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","7/802","11/21338",0.636363636363636,16.9310813874405,10.4441391484061,2.98628669522072e-08,2.06924782256336e-06,1.88127329966464e-06,"NDC80/AURKB/GEN1/CDCA8/MAD2L1/XRCC3/BIRC5",7
"GO:0051383","kinetochore organization","9/802","22/21338",0.409090909090909,10.8842666062117,9.16640138582575,4.58454034370211e-08,3.13318791434655e-06,2.84856299077324e-06,"CENPE/NDC80/DLGAP5/NUF2/CENPF/SMC4/SMC2/CENPA/CENPK",9
"GO:0006270","DNA replication initiation","11/802","37/21338",0.297297297297297,7.90988744355328,8.31319128959101,6.90042348622715e-08,4.65219091524152e-06,4.22957678551249e-06,"CDC45/TICRR/POLA1/MCM5/CDT1/MCM10/CCNE2/MCM4/MCM7/ORC1/PRIM1",11
"GO:0061640","cytoskeleton-dependent cytokinesis","20/802","129/21338",0.155038759689922,4.12495892052814,7.0351766472547,7.45984140407048e-08,4.96228650198768e-06,4.51150268212487e-06,"IQGAP3/KIF20A/PLK1/ESPL1/ANLN/KIF23/AURKB/KIF4A/CEP55/CIT/MYH14/KIF20B/CDCA8/KLHDC8B/RACGAP1/STMN1/SEPTIN4/CENPA/BIRC5/CKAP2",20
"GO:0006310","DNA recombination","38/802","391/21338",0.0971867007672634,2.58574790644871,6.25399520548234,9.7021429306736e-08,6.36894619488561e-06,5.7903786548854e-06,"PIF1/PLK1/CDC45/HMGB2/LIG1/MORF4L1/NSD2/HELLS/MCM5/GEN1/XRCC2/TRIP13/RECQL4/CHEK1/MSH2/RAD51AP1/TOP2A/HMGB1/BLM/KPNA2/RTEL1/MCM4/XRCC3/RAD54L/GINS4/MCM7/TONSL/EME1/ZGRF1/PSMC3IP/ATAD5/REC8/BRCA2/BRIP1/ING3/BARD1/FANCB/POLQ",38
"GO:1901978","positive regulation of cell cycle checkpoint","8/802","18/21338",0.444444444444444,11.8248822388473,9.0794965461738,1.20423806742818e-07,7.80252430960936e-06,7.09372772733841e-06,"NDC80/AURKB/KNL1/GEN1/CDCA8/MAD2L1/XRCC3/BIRC5",8
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore","9/802","25/21338",0.36,9.57815461346633,8.48081357215915,1.70096342808241e-07,1.08796237726964e-05,9.89129745156156e-06,"CCNB1/AURKB/CDK1/CDCA8/SPAG5/NEK2/RACGAP1/BIRC5/KNSTRN",9
"GO:0007098","centrosome cycle","22/802","162/21338",0.135802469135802,3.61315846187002,6.59777079487869,1.89632694604056e-07,1.19756647263245e-05,1.08877718993855e-05,"PLK1/NDC80/KIF11/CCNF/CDK1/GEN1/XRCC2/CHEK1/KIF15/AURKA/NEK2/XRCC3/POC1A/PCLAF/STIL/WDR90/PLK4/CEP135/WDR62/BRCA2/SGO1/SASS6",22
"GO:0000910","cytokinesis","25/802","203/21338",0.123152709359606,3.27659914253774,6.44064549926215,1.95476738774374e-07,1.21904181218169e-05,1.10830166760365e-05,"IQGAP3/KIF20A/PLK1/ESPL1/ANLN/KIF23/AURKB/KIF14/KIF4A/CEP55/CIT/MYH14/KIF20B/CDCA8/AURKA/KLHDC8B/RACGAP1/STMN1/SEPTIN4/CENPA/E2F8/BIRC5/E2F7/BRCA2/CKAP2",25
"GO:0044771","meiotic cell cycle phase transition","8/802","19/21338",0.421052631578947,11.2025200157501,8.79218415743158,2.01149500018576e-07,1.23893192048479e-05,1.12638491953222e-05,"CDC20/NDC80/ZWINT/KNL1/PKMYT1/CCNB2/TTK/CDC25C",8
"GO:0051231","spindle elongation","7/802","14/21338",0.5,13.3029925187032,9.09989488572779,2.81240681010541e-07,1.71110946044096e-05,1.55566892743828e-05,"KIF23/AURKB/KIF4A/KIF11/CDCA8/RACGAP1/BIRC5",7
"GO:0045931","positive regulation of mitotic cell cycle","21/802","153/21338",0.137254901960784,3.65180186787932,6.50531735996573,2.98868270309933e-07,1.79645036214007e-05,1.63325729456627e-05,"RRM2/CDC20/ESPL1/UBE2C/DLGAP5/CCNB1/CDK1/ANAPC11/CHEK1/AURKA/STAT5A/CCNE2/STIL/SKA1/BIRC5/HES1/SKA3/CDC25C/BRCA2/SASS6/WEE1",21
"GO:1901989","positive regulation of cell cycle phase transition","20/802","141/21338",0.141843971631206,3.77389858686617,6.53068701617645,3.32294474394974e-07,1.97359182471015e-05,1.7943068799097e-05,"RRM2/CDC20/ESPL1/UBE2C/DLGAP5/CCNB1/CDK1/ANAPC11/CHEK1/EZH2/FAM83D/CCNE2/STIL/SKA1/ATAD5/BIRC5/SKA3/CDC25C/SASS6/WEE1",20
"GO:0044839","cell cycle G2/M phase transition","23/802","182/21338",0.126373626373626,3.3622948124195,6.32483129660067,3.75944426730894e-07,2.20657264112992e-05,2.00612326288969e-05,"CDC20/PLK1/NDC80/CCNB1/AURKB/CENPF/KIF14/TICRR/CDK1/CCNA2/PKMYT1/CHEK1/AURKA/BLM/CCNB2/CLSPN/ATAD5/BIRC5/ORC1/CDKN1A/CDC25C/BARD1/WEE1",23
"GO:0006271","DNA strand elongation involved in DNA replication","7/802","15/21338",0.466666666666667,12.4161263507897,8.74049800027118,5.10190229679549e-07,2.9596965765945e-05,2.69083194576399e-05,"LIG1/POLA1/PCNA/RFC3/DNA2/MCM4/MCM7",7
"GO:0032886","regulation of microtubule-based process","31/802","304/21338",0.101973684210526,2.71311031631448,5.94507205016302,5.18976662022003e-07,2.97606272049169e-05,2.70571135711169e-05,"PLK1/TACC3/TUBB4A/AURKB/KIF18A/CCNF/BORA/TPX2/GEN1/HAP1/RCC1/TRPV4/AURKA/PSRC1/SPAG5/STMN1/XRCC3/POC1A/BMERB1/DIAPH3/STIL/SKA1/PLK4/WDR62/SKA3/CKAP2/MAP6/MAPRE3/TPPP/MAPT/SASS6",31
"GO:0031023","microtubule organizing center organization","22/802","175/21338",0.125714285714286,3.34475240470253,6.15493304923189,7.34285083117684e-07,4.14327005672845e-05,3.76688729403485e-05,"PLK1/NDC80/KIF11/CCNF/CDK1/GEN1/XRCC2/CHEK1/KIF15/AURKA/NEK2/XRCC3/POC1A/PCLAF/STIL/WDR90/PLK4/CEP135/WDR62/BRCA2/SGO1/SASS6",22
"GO:0070507","regulation of microtubule cytoskeleton organization","23/802","189/21338",0.121693121693122,3.23776537492248,6.10655774300736,7.39128152032134e-07,4.14327005672845e-05,3.76688729403485e-05,"PLK1/TACC3/TUBB4A/AURKB/KIF18A/BORA/TPX2/RCC1/TRPV4/PSRC1/SPAG5/STMN1/BMERB1/DIAPH3/STIL/SKA1/SKA3/CKAP2/MAP6/MAPRE3/TPPP/MAPT/SASS6",23
"GO:0030261","chromosome condensation","11/802","46/21338",0.239130434782609,6.3623007698146,7.19478452341614,7.90329610444386e-07,4.38106047389671e-05,3.98307636421621e-05,"PLK1/NCAPG/CCNB1/SMC4/CDK1/NCAPG2/NCAPH/NCAPH2/TOP2A/NCAPD2/SMC2",11
"GO:0006302","double-strand break repair","34/802","361/21338",0.0941828254847645,2.50582684562831,5.70233702958816,9.41213852398222e-07,5.160127373203e-05,4.69137130131167e-05,"PLK1/CDC45/HMGB2/MORF4L1/NSD2/HELLS/POLA1/MCM5/GEN1/XRCC2/TRIP13/RECQL4/CHEK1/MSH2/RAD51AP1/HMGB1/BLM/RTEL1/DNA2/MCM4/XRCC3/RAD54L/GINS4/MCM7/TONSL/EME1/ZGRF1/REC8/ESCO2/BRCA2/BRIP1/ING3/FANCB/POLQ",34
"GO:0051302","regulation of cell division","24/802","207/21338",0.115942028985507,3.08475188839495,5.95628484319491,1.03522797502352e-06,5.6138612689047e-05,5.10388712171205e-05,"LBH/KIF20A/PLK1/ASPM/KIF23/AURKB/KIF14/CIT/KIF20B/KIF18B/CDCA8/AURKA/SUSD2/BLM/RACGAP1/MDK/E2F8/FGF2/BIRC5/IL1B/E2F7/BRCA2/NAP1L2/DLL1",24
"GO:1901992","positive regulation of mitotic cell cycle phase transition","17/802","113/21338",0.150442477876106,4.00267031536204,6.32439457874496,1.08468409271285e-06,5.71117801765796e-05,5.19236342650423e-05,"RRM2/CDC20/ESPL1/UBE2C/DLGAP5/CCNB1/CDK1/ANAPC11/CHEK1/CCNE2/STIL/SKA1/BIRC5/SKA3/CDC25C/SASS6/WEE1",17
"GO:0051256","mitotic spindle midzone assembly","6/802","11/21338",0.545454545454545,14.512355474949,8.858464618375,1.08751635934557e-06,5.71117801765796e-05,5.19236342650423e-05,"KIF23/AURKB/KIF4A/CDCA8/RACGAP1/BIRC5",6
"GO:0051307","meiotic chromosome separation","6/802","11/21338",0.545454545454545,14.512355474949,8.858464618375,1.08751635934557e-06,5.71117801765796e-05,5.19236342650423e-05,"ESPL1/ZWINT/KNL1/NCAPH/NCAPH2/TTK",6
"GO:0090307","mitotic spindle assembly","15/802","91/21338",0.164835164835165,4.38560192924283,6.39593020095135,1.41885238094986e-06,7.37359846724879e-05,6.70376634815015e-05,"MYBL2/CDC20/PLK1/KIF23/KIFC1/AURKB/KIF4A/KIF11/TPX2/RCC1/KIF15/CDCA8/NEK2/RACGAP1/BIRC5",15
"GO:0061982","meiosis I cell cycle process","21/802","169/21338",0.124260355029586,3.30606914665998,5.94786963455895,1.58022896014723e-06,8.12758998162323e-05,7.38926379736779e-05,"CDC20/PLK1/ESPL1/NDC80/ZWINT/KNL1/PKMYT1/TRIP13/RAD51AP1/AURKA/TOP2A/CCNB2/CCNE2/CKS2/RAD54L/EME1/PSMC3IP/REC8/CDC25C/BRCA2/BRIP1",21
"GO:0031297","replication fork processing","12/802","59/21338",0.203389830508475,5.41138678726912,6.70535030619605,1.6126846293158e-06,8.20988124046582e-05,7.46407955716623e-05,"CDK1/GEN1/PCNA/BLM/RTEL1/DNA2/TIPIN/TONSL/EME1/BRCA2/BARD1/POLQ",12
"GO:0007143","female meiotic nuclear division","11/802","50/21338",0.22,5.85331670822943,6.78972428418551,1.92919114928239e-06,9.72195418562612e-05,8.83879283599982e-05,"PLK1/NDC80/TRIP13/NCAPH/NCAPH2/AURKA/TOP2A/CCNB2/TTK/SKA1/SKA3",11
"GO:0000725","recombinational repair","24/802","215/21338",0.111627906976744,2.96997042278026,5.73716144306217,2.04360197254106e-06,0.000101955302410074,9.26934831545205e-05,"PLK1/CDC45/MORF4L1/HELLS/MCM5/GEN1/XRCC2/RECQL4/CHEK1/RAD51AP1/BLM/RTEL1/MCM4/XRCC3/RAD54L/GINS4/MCM7/TONSL/ZGRF1/REC8/BRCA2/ING3/FANCB/POLQ",24
"GO:0000022","mitotic spindle elongation","6/802","12/21338",0.5,13.3029925187032,8.42447053038811,2.10569443654013e-06,0.000104012965781175,9.45642243569714e-05,"KIF23/AURKB/KIF4A/CDCA8/RACGAP1/BIRC5",6
"GO:0007076","mitotic chromosome condensation","7/802","18/21338",0.388888888888889,10.3467719589914,7.839714266358,2.28529397106879e-06,0.000111777760996688,0.000101623650374979,"PLK1/NCAPG/SMC4/NCAPH/NCAPH2/NCAPD2/SMC2",7
"GO:0034508","centromere complex assembly","9/802","34/21338",0.264705882352941,7.04276074519583,6.9685146278167,3.22138312016476e-06,0.000156033790160214,0.000141859375215023,"CENPE/DLGAP5/CENPF/HJURP/CENPI/CENPA/CENPK/CENPP/MIS18BP1",9
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition","7/802","19/21338",0.368421052631579,9.80220501378134,7.58544039640811,3.50104491251475e-06,0.000167949164120539,0.000152692333279616,"CDC20/ESPL1/UBE2C/DLGAP5/ANAPC11/SKA1/SKA3",7
"GO:0000086","G2/M transition of mitotic cell cycle","20/802","164/21338",0.121951219512195,3.24463232163494,5.70245171782702,3.7280137608212e-06,0.000177133910978447,0.000161042719753168,"CDC20/PLK1/CCNB1/AURKB/CENPF/KIF14/TICRR/CDK1/CCNA2/PKMYT1/CHEK1/AURKA/BLM/CLSPN/BIRC5/ORC1/CDKN1A/CDC25C/BARD1/WEE1",20
"GO:0032728","positive regulation of interferon-beta production","10/802","44/21338",0.227272727272727,6.04681478122875,6.62233299170897,4.13520401948807e-06,0.00019462766842666,0.000176947310029534,"OAS1/HMGB2/OAS2/POLR3G/HMGB1/ISG15/IRF5/RIGI/IFIH1/IRF1",10
"GO:0000724","double-strand break repair via homologous recombination","23/802","209/21338",0.110047846889952,2.92793136775287,5.53504525236038,4.22808932204549e-06,0.000197139603997056,0.000179231056455426,"PLK1/CDC45/MORF4L1/HELLS/MCM5/GEN1/XRCC2/RECQL4/CHEK1/RAD51AP1/BLM/RTEL1/MCM4/XRCC3/RAD54L/GINS4/MCM7/TONSL/REC8/BRCA2/ING3/FANCB/POLQ",23
"GO:0045005","DNA-templated DNA replication maintenance of fidelity","12/802","66/21338",0.181818181818182,4.837451824983,6.17030564054899,5.57206745017745e-06,0.000256224609712521,0.000232948664588675,"CDK1/GEN1/PCNA/BLM/RTEL1/DNA2/TIPIN/TONSL/EME1/BRCA2/BARD1/POLQ",12
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","17/802","127/21338",0.133858267716535,3.56143106799929,5.72136817984383,5.59801211839342e-06,0.000256224609712521,0.000232948664588675,"PLK1/CCNB1/AURKB/CENPF/KIF14/TICRR/CDK1/PKMYT1/CHEK1/AURKA/BLM/CLSPN/ORC1/CDKN1A/CDC25C/BARD1/WEE1",17
"GO:1902749","regulation of cell cycle G2/M phase transition","18/802","141/21338",0.127659574468085,3.39650872817955,5.6421847970143,5.91400706044445e-06,0.000268227102041431,0.000243860827018709,"PLK1/CCNB1/AURKB/CENPF/KIF14/TICRR/CDK1/PKMYT1/CHEK1/AURKA/BLM/CLSPN/ATAD5/ORC1/CDKN1A/CDC25C/BARD1/WEE1",18
"GO:0007292","female gamete generation","22/802","199/21338",0.110552763819095,2.94136518001479,5.43735250917188,6.3125155589647e-06,0.00028372198309617,0.000257948122746125,"INHBB/PLK1/NDC80/ASPM/CCNB1/TRIP13/NCAPH/NCAPH2/AURKA/TOP2A/CCNB2/TTK/MDK/PAQR5/SKA1/WNT4/SKA3/ANG/REC8/BRCA2/ZP3/TDRD7",22
"GO:0051255","spindle midzone assembly","6/802","14/21338",0.428571428571429,11.4025650160313,7.69424577345123,6.4145574848019e-06,0.000285734172247113,0.000259777520695596,"KIF23/AURKB/KIF4A/CDCA8/RACGAP1/BIRC5",6
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","7/802","21/21338",0.333333333333333,8.86866167913549,7.12924291134915,7.56424186326011e-06,0.000333964625272608,0.000303626624953776,"CDC20/ESPL1/UBE2C/DLGAP5/ANAPC11/SKA1/SKA3",7
"GO:0051653","spindle localization","12/802","68/21338",0.176470588235294,4.69517383013056,6.03116930229324,7.69407809816826e-06,0.000336717154664574,0.000306129109187507,"SAPCD2/SPDL1/PLK1/ESPL1/NDC80/ASPM/MAD2L1/SPAG5/SKA1/CENPA/SKA3/GPSM1",12
"GO:0006275","regulation of DNA replication","18/802","145/21338",0.124137931034483,3.30281193567805,5.49847416395524,8.78560409589786e-06,0.000381142424647256,0.000346518700679395,"DBF4/TICRR/CDK1/MCM5/CCNA2/PCNA/CDT1/DSCC1/DNA2/MCM4/TIPIN/MCM7/E2F8/ATAD5/E2F7/CDKN1A/ESCO2/WEE1",18
"GO:0045740","positive regulation of DNA replication","10/802","49/21338",0.204081632653061,5.42979286477683,6.13479087915626,1.15548408397436e-05,0.000492710264525477,0.000447951499581243,"DBF4/CDK1/PCNA/CDT1/DNA2/E2F8/ATAD5/E2F7/CDKN1A/WEE1",10
"GO:0051294","establishment of spindle orientation","10/802","49/21338",0.204081632653061,5.42979286477683,6.13479087915626,1.15548408397436e-05,0.000492710264525477,0.000447951499581243,"SAPCD2/SPDL1/PLK1/NDC80/MAD2L1/SPAG5/SKA1/CENPA/SKA3/GPSM1",10
"GO:0045071","negative regulation of viral genome replication","11/802","60/21338",0.183333333333333,4.87776392352452,5.94411938883656,1.25679572511408e-05,0.000531368972253741,0.000483098374622353,"IFITM1/OAS1/MX1/IFIT1/OAS2/SLPI/ISG15/IFIH1/OASL/RSAD2/CCL5",11
"GO:0051782","negative regulation of cell division","6/802","16/21338",0.375,9.97724438902743,7.09880105139765,1.60347561106932e-05,0.000672247044002085,0.000611178806554417,"ASPM/AURKB/SUSD2/BLM/E2F8/E2F7",6
"GO:0051785","positive regulation of nuclear division","12/802","73/21338",0.164383561643836,4.37358658149148,5.70579983410511,1.63572929724449e-05,0.000680054455329397,0.000618276977353202,"CDC20/ESPL1/UBE2C/DLGAP5/ANAPC11/RAD51AP1/AURKA/SKA1/PHIP/WNT4/IL1B/SKA3",12
"GO:0031570","DNA integrity checkpoint signaling","18/802","152/21338",0.118421052631579,3.15070875442971,5.25865703964476,1.69296594549943e-05,0.000698033644801376,0.000634622902058029,"PLK1/CDC45/TICRR/CDK1/CHEK1/MSH2/BLM/CDT1/DNA2/MUC1/TIPIN/EME1/CLSPN/ORC1/CDKN1A/BRCA2/BRIP1/BARD1",18
"GO:0051293","establishment of spindle localization","11/802","63/21338",0.174603174603175,4.64548945097573,5.7264737084304,2.03823740524149e-05,0.000833505443831949,0.00075778817766916,"SAPCD2/SPDL1/PLK1/ESPL1/NDC80/MAD2L1/SPAG5/SKA1/CENPA/SKA3/GPSM1",11
"GO:0007019","microtubule depolymerization","10/802","53/21338",0.188679245283019,5.01999717686915,5.79058966063504,2.39360246417364e-05,0.000957635660995754,0.000870642162912239,"AURKB/KIF18A/TPX2/TRPV4/KIF2C/KIF18B/STMN1/BMERB1/DIAPH3/CKAP2",10
"GO:0090306","meiotic spindle assembly","6/802","17/21338",0.352941176470588,9.39034766026111,6.83906241198724,2.39936776156483e-05,0.000957635660995754,0.000870642162912239,"NDC80/ASPM/AURKA/CCNB2/SKA1/SKA3",6
"GO:1902969","mitotic DNA replication","6/802","17/21338",0.352941176470588,9.39034766026111,6.83906241198724,2.39936776156483e-05,0.000957635660995754,0.000870642162912239,"CDC45/LIG1/CDK1/POLA1/MCM4/BRCA2",6
"GO:0031109","microtubule polymerization or depolymerization","19/802","171/21338",0.111111111111111,2.95622055971183,5.0755388246965,2.47530110259981e-05,0.000980101365148448,0.000891067038521519,"TPPP3/TUBB4A/AURKB/KIF18A/CDK1/TPX2/TRPV4/KIF2C/KIF18B/PSRC1/STMN1/BMERB1/DIAPH3/SKA1/SKA3/CKAP2/MAPRE3/TPPP/MAPT",19
"GO:0007127","meiosis I","18/802","157/21338",0.114649681528662,3.05036771129501,5.09570508388427,2.63412335472943e-05,0.00103477491470434,0.000940773935808462,"PLK1/ESPL1/NDC80/ZWINT/KNL1/TRIP13/RAD51AP1/AURKA/TOP2A/CCNB2/CCNE2/CKS2/RAD54L/EME1/PSMC3IP/REC8/BRCA2/BRIP1",18
"GO:0000212","meiotic spindle organization","7/802","25/21338",0.28,7.44967581047382,6.37648778953284,2.74162984776206e-05,0.00106859307113163,0.000971519984704498,"ESPL1/NDC80/ASPM/AURKA/CCNB2/SKA1/SKA3",7
"GO:0032465","regulation of cytokinesis","14/802","102/21338",0.137254901960784,3.65180186787932,5.30518746299117,2.77658767487066e-05,0.00107382914030463,0.00097628039910385,"KIF20A/PLK1/KIF23/AURKB/KIF14/CIT/KIF20B/CDCA8/AURKA/RACGAP1/E2F8/BIRC5/E2F7/BRCA2",14
"GO:0045840","positive regulation of mitotic nuclear division","10/802","55/21338",0.181818181818182,4.837451824983,5.6312368423446,3.35495924773021e-05,0.00128753012976354,0.00117056837234571,"CDC20/ESPL1/UBE2C/DLGAP5/ANAPC11/AURKA/SKA1/PHIP/IL1B/SKA3",10
"GO:0000727","double-strand break repair via break-induced replication","5/802","12/21338",0.416666666666667,11.0858270989194,6.90626715738195,4.70668615090711e-05,0.00179249291655539,0.00162965935108547,"CDC45/MCM5/MCM4/GINS4/MCM7",5
"GO:0000076","DNA replication checkpoint signaling","7/802","28/21338",0.25,6.65149625935162,5.91352817319302,6.11985663109738e-05,0.002295636446056,0.00208709633742767,"CDC45/TICRR/CDT1/DNA2/TIPIN/CLSPN/ORC1",7
"GO:0052547","regulation of peptidase activity","7/802","28/21338",0.25,6.65149625935162,5.91352817319302,6.11985663109738e-05,0.002295636446056,0.00208709633742767,"SERPINB3/VSIR/RCN3/SERPINB1/PRSS22/SERPINB9/SERPINB4",7
"GO:0031055","chromatin remodeling at centromere","5/802","13/21338",0.384615384615385,10.2330711682333,6.58065729332573,7.41174042395404e-05,0.0027390498500079,0.00249022919975189,"HJURP/CENPI/CENPA/CENPP/MIS18BP1",5
"GO:0034080","CENP-A containing chromatin assembly","5/802","13/21338",0.384615384615385,10.2330711682333,6.58065729332573,7.41174042395404e-05,0.0027390498500079,0.00249022919975189,"HJURP/CENPI/CENPA/CENPP/MIS18BP1",5
"GO:0090329","regulation of DNA-templated DNA replication","9/802","50/21338",0.18,4.78907730673317,5.3008677881168,8.98106504479818e-05,0.00329459805209545,0.00299531031563741,"DBF4/TICRR/MCM5/CDT1/MCM4/TIPIN/MCM7/E2F8/E2F7",9
"GO:0051445","regulation of meiotic cell cycle","11/802","74/21338",0.148648648648649,3.95494372177664,5.03197560457239,9.50679897926076e-05,0.00346200146770306,0.00314750647726735,"CDC20/ASPM/ZWINT/ANAPC11/KNL1/PKMYT1/TRIP13/RAD51AP1/TTK/WNT4/CDC25C",11
"GO:1903900","regulation of viral life cycle","16/802","143/21338",0.111888111888112,2.97689343075877,4.68738365658393,9.75186615084844e-05,0.00350363019457747,0.00318535356910135,"IFITM1/OAS1/MX1/IFIT1/OAS2/TOP2A/HMGB1/KPNA2/SLPI/ISG15/SMPD1/IFIH1/OASL/TRIM15/RSAD2/CCL5",16
"GO:0051298","centrosome duplication","12/802","87/21338",0.137931034482759,3.66979103964227,4.93109247045205,9.76156738918155e-05,0.00350363019457747,0.00318535356910135,"NDC80/CCNF/GEN1/XRCC3/POC1A/STIL/WDR90/PLK4/CEP135/WDR62/BRCA2/SASS6",12
"GO:0007056","spindle assembly involved in female meiosis","5/802","14/21338",0.357142857142857,9.50213751335946,6.28859666117467,0.000111730096881062,0.00395638856386243,0.00359698248181436,"NDC80/AURKA/CCNB2/SKA1/SKA3",5
"GO:0007062","sister chromatid cohesion","10/802","63/21338",0.158730158730159,4.22317222815976,5.06308172620268,0.000111816153037603,0.00395638856386243,0.00359698248181436,"CDC20/PLK1/ESPL1/BUB1B/SGO2/DSCC1/BUB1/REC8/ESCO2/SGO1",10
"GO:0051299","centrosome separation","6/802","22/21338",0.272727272727273,7.2561777374745,5.80180994376649,0.000123132411544951,0.0042958573510333,0.00390561325982477,"PLK1/KIF11/CHEK1/KIF15/AURKA/NEK2",6
"GO:0072520","seminiferous tubule development","6/802","22/21338",0.272727272727273,7.2561777374745,5.80180994376649,0.000123132411544951,0.0042958573510333,0.00390561325982477,"INHBB/KIF18A/ADGRG1/REC8/ODAD3/BRIP1",6
"GO:0032481","positive regulation of type I interferon production","14/802","117/21338",0.11965811965812,3.18362214122813,4.68040497572196,0.000127828493719429,0.00442872468865437,0.00402641066839926,"OAS1/HMGB2/OAS2/POLR3G/HMGB1/KPNA2/ISG15/CD14/IRF5/RIGI/IFIH1/IRF1/TRIM15/XAF1",14
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","12/802","90/21338",0.133333333333333,3.5474646716542,4.78592987278959,0.000136030558291067,0.00464833188571324,0.00422606831778087,"PLK1/AURKB/TICRR/CDK1/PKMYT1/CHEK1/BLM/CLSPN/ORC1/CDKN1A/BARD1/WEE1",12
"GO:0045069","regulation of viral genome replication","12/802","90/21338",0.133333333333333,3.5474646716542,4.78592987278959,0.000136030558291067,0.00464833188571324,0.00422606831778087,"IFITM1/OAS1/MX1/IFIT1/OAS2/TOP2A/SLPI/ISG15/IFIH1/OASL/RSAD2/CCL5",12
"GO:0000082","G1/S transition of mitotic cell cycle","23/802","261/21338",0.0881226053639847,2.34458871977145,4.3191795111318,0.000144566315140978,0.00490640371590707,0.00446069639772627,"RRM2/IQGAP3/DBF4/RBL1/CCNB1/KIF14/CDKN2B/CCNF/CDK1/CDKN3/CCNA2/RCC1/EZH2/CCNB2/CCNE2/MUC1/CDKN2C/STIL/E2F7/CDKN1A/DACT1/SASS6/WEE1",23
"GO:0044843","cell cycle G1/S phase transition","25/802","296/21338",0.0844594594594595,2.24712711464582,4.26981446277093,0.000148400807031446,0.00500251098837759,0.00454807309742888,"RRM2/IQGAP3/DBF4/RBL1/CCNB1/KIF14/CDKN2B/CCNF/CDK1/CDKN3/CCNA2/RCC1/EZH2/FAM83D/SUSD2/CCNB2/CCNE2/MUC1/CDKN2C/STIL/E2F7/CDKN1A/DACT1/SASS6/WEE1",25
"GO:0051338","regulation of transferase activity","27/802","332/21338",0.0813253012048193,2.163739747018,4.22327307771998,0.000153617055926194,0.00514359390614618,0.00467633976676771,"SERPINB3/HEG1/CDC20/PLK1/CENPE/CDK5R2/NEDD9/UBE2C/RBL1/GPRC5A/KIF14/CDKN3/TPX2/PKMYT1/PCNA/EZH2/RFC3/MAD2L1/BLM/DSCC1/CCNE2/CLSPN/FGF2/PRKN/CDKN1A/CDC25C/GPRC5B",27
"GO:0090235","regulation of metaphase plate congression","5/802","15/21338",0.333333333333333,8.86866167913549,6.02446220004711,0.000162419744160818,0.0054020806907888,0.00491134510588746,"AURKB/CDK1/CDCA8/SPAG5/BIRC5",5
"GO:1902750","negative regulation of cell cycle G2/M phase transition","12/802","92/21338",0.130434782608696,3.47034587444432,4.69255123750989,0.000168281198694907,0.00555996622707875,0.00505488801098887,"PLK1/AURKB/TICRR/CDK1/PKMYT1/CHEK1/BLM/CLSPN/ORC1/CDKN1A/BARD1/WEE1",12
